"SECTION 1: Use Case Identifiers
Complete this Section for the following Use Cases: Retired,  Pre-deployment, Pilot, and Deployed",,,,,,,,"SECTION 2: Use Case Summary
Complete this Section for the following Use Cases: Pre-deployment, Pilot, and Deployed",,,,,"SECTION 3: Documentation
Complete this Section for the following Use Cases: Pilot, and Deployed

",,,,,"SECTION 4: Data & Code
Complete this Section for the following Use Cases: Pilot, and Deployed",,,,,,,"
SECTION 5: Risk Management 
Complete this Section for the following Use Case: Deployed and if ""HIGH-IMPACT"" from SECTION 1

",,,,,,,,
SEC-12,EDGAR Filing Audit Report Solution ,Office of Information Technology (OIT),AskTheCAIO@sec.gov ,a) No,"d) Retired ¤ The use case was reported in the agency¡s prior year¡s inventory, but its development and/or use has since been discontinued.",c) Not high-impact,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-14,EDGAR Technical Support Public Chatbot,EDGAR Business Office (EBO),AskTheCAIO@sec.gov ,a) No,"d) Retired ¤ The use case was reported in the agency¡s prior year¡s inventory, but its development and/or use has since been discontinued.",c) Not high-impact,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-15,EDGAR Filing Signature Review Solution ,Office of Information Technology (OIT),AskTheCAIO@sec.gov ,a) No,"d) Retired ¤ The use case was reported in the agency¡s prior year¡s inventory, but its development and/or use has since been discontinued.",c) Not high-impact,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-16,EDGAR Filing Risk Disclosure Review Solution ,Office of Information Technology (OIT),AskTheCAIO@sec.gov ,a) No,"d) Retired ¤ The use case was reported in the agency¡s prior year¡s inventory, but its development and/or use has since been discontinued.",c) Not high-impact,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-17,Testing Developer Workflows,Strategic Hub for Innocation and Financial Technology (FinHub),AskTheCAIO@sec.gov ,a) No,"d) Retired ¤ The use case was reported in the agency¡s prior year¡s inventory, but its development and/or use has since been discontinued.",c) Not high-impact,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-19,Name Matching,Division of Examinations (EXAMS),AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Other,Classical/Predictive Machine Learning,Name Matching - Identifies certain similarities in names across data sources. This allows staff to more easily compare information across data sources.,Identifies certain similarities in names across data sources. This allows staff to more easily compare information across data sources. ,The system outputs a number which measures how closely names match.,18-Feb,c) Developed with both contracting and in-house resources,Aretec Inc,Yes,NEAT,Registrant Data,[blank],Yes,https://www.sec.gov/files/pia-national-exam-analytics-tool.pdf,k) None of the above,Yes,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-20,Parsing of Plain Language Descriptions to Machine-Readable Notations,Division of Examinations (EXAMS),AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Other,Classical/Predictive Machine Learning,Automates conversion of plain-language text into machine-readable standardized notations. This permits ease of analysis,Automates conversion of plain-language text into machine-readable standardized notations.  This permits ease of analysis.,The system outputs machine-readable notations.,22-Feb,c) Developed with both contracting and in-house resources,Aretec Inc,Yes,NEAT,Registrant Trade Data,[blank],Yes,https://www.sec.gov/files/pia-national-exam-analytics-tool.pdf,k) None of the above,Yes,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-21,Identification of Potentially Manipulative Trading Activity in Registrant Data,Division of Examinations (EXAMS),AskTheCAIO@sec.gov ,a) No,a) Pre-deployment ¤ The use case is in a development or acquisition status.,c) Not high-impact,[blank],Other,Classical/Predictive Machine Learning,Identifies potentially manipulative trading activity for further review by an examination team.,Identifies potentially manipulative trading activity for further review by an examination team.,The system identifies activity of interest.,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-22,Testing of Various AI Algorithms and Models ,Division of Examinations (EXAMS),AskTheCAIO@sec.gov ,a) No,"d) Retired ¤ The use case was reported in the agency¡s prior year¡s inventory, but its development and/or use has since been discontinued.",c) Not high-impact,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-23,Using Natural Language Processing Techniques to Search and Analyze Certain Filings ,Division of Examinations (EXAMS),AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Other,Natural Language Processing (NLP),Helps search and analyze a corpus of unstructured filings. Staff may consider the results of these efforts in their examination efforts.,Helps search and analyze a corpus of unstructured filings. Staff may consider the results of these efforts in their examination efforts.,This system allows for search and analysis of certain filings.,20-Apr,c) Developed with both contracting and in-house resources,Aretec,Yes,EDP,Registrant Filings,, No,,k) None of the above,Yes,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-24,Using Machine Learning/Artificial Intelligence Techniques to Predict Entities With Certain Risk Characteristics,Division of Examinations (EXAMS),AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Other,Classical/Predictive Machine Learning,Analyze data to predict entities with certain risk characteristics. Staff may consider the results of these efforts in their examination efforts.,Analyze data to predict entities with certain risk characteristics. Staff may consider the results of these efforts in their examination efforts. ,This system provides predictive information.  ,15-Apr,c) Developed with both contracting and in-house resources,IBM,Yes,EDP,Filings and Examination Data,,No,,k) None of the above,Yes,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-25,Developed Parsing Logic for Filings ,"Division of Examinations (EXAMS), Division of Economic and Risk Assessment (DERA), Office of the Chief Data Officer (OCDO)",AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Other,Reinforcement Learning,Help staff more efficiently search and analyze disclosure text contained in various filings.,Help staff more efficiently search and analyze disclosure text contained in various filings.,These efforts will help to search and analyze certain filings.,24-Jul,b) Developed in-house,,Yes,AI Filing Parser,10K and ADV Filings,,No,,k) None of the above,Yes,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-26,Identification of Potentially Manipulative Activity in Certain Accounts,Division of Examinations (EXAMS),AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,,Other,Classical/Predictive Machine Learning,Identifies accounts with certain activity of interest for further review by an examination team,Identifies accounts with certain activity of interest for further review by an examination team.,The system identifies activity of interest.,24-May,c) Developed with both contracting and in-house resources,Aretec Inc,Yes,NEAT,Registrant Trade and MIDAS Market Data,,Yes,https://www.sec.gov/files/pia-national-exam-analytics-tool.pdf,k) None of the above,Yes,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-27,Using AI to Help with Coding-Related Tasks/Questions,Division of Enforcement (ENF); Division of Economic and Risk Analysis (DERA),AskTheCAIO@sec.gov ,a) No,"d) Retired ¤ The use case was reported in the agency¡s prior year¡s inventory, but its development and/or use has since been discontinued.",c) Not high-impact,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-33,Optical Character Recognition (OCR) for Records Analysis,Division of Enforcement (ENF),AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Other,Computer Vision,Extract structured data from unstructured digital image files of checks.,Assists ENF staff in extracting relevant information from digital image files. This will accelerate associated ENF investigations.,A text string of all text recognized from the associated image. ,22-May,c) Developed with both contracting and in-house resources,Aretec,Yes,SEARCH,Evaluated using image files from ENF investigations.,,Yes,[blank],k) None of the above,No,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-34,Single Event Insider Trading Analysis,Division of Enforcement (ENF),AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Law Enforcement,Classical/Predictive Machine Learning,Assist ENF staff in identifying accounts with trading activity in advance of material equity price moves that warrant further investigation by the ENF staff.,Assist ENF staff in identifying accounts with trading activity in advance of material equity price moves that warrant further investigation by the ENF staff.,Leads worthy of consideration for additional investigation.,18-Apr,c) Developed with both contracting and in-house resources,Aretec,Yes,SEARCH,Records of filed SEC enforcement matters and trading data,,Yes,[blank],k) None of the above,Yes,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-35,Utilize Westlaw Quick Check to cross check SEC documents.,Division of Enforcement (ENF),AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Other,Generative AI,Utilize existing Westlaw product to cross check SEC documents.,Review SEC documents for additional case information. ,A report is created with a list of cases. ,25-Jan,a)?Purchased from a vendor,Westlaw,[blank],[blank],[blank],[blank],[blank],[blank],k) None of the above,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-36,Augmenting cyber threat alerts on the ACES platform with ACES's specific information.,Office of Information Technology (OIT),AskTheCAIO@sec.gov ,a) No,b)  Pilot ¤ The use case has been deployed in a limited test or pilot capacity.,c) Not high-impact,[blank],Cybersecurity,Generative AI,The current Cyberthreat alerts on the ACES platform are difficult to understand and we often see false positives relative to new use cases.,"The current Cyberthreat alerts on the ACES platform are difficult to understand and we often see false positives relative to new use cases. 

We would like to run the alerts through a RAG-enabled AI model to:
‹ Add SEC specific guidance and context to the emails based on a curated knowledge base.
‹ Provide more guidance on how to respond to the alert.
‹ Make the notification email easier to read and understand.",The AI system will output the cyberthreat alert along with information on the context of the threat in the SEC environment.  It will summarize the information and provide suggested guidance in a more readable format.,[blank],b) Developed in-house,[blank],Yes,ACES,The ACES team will develop a knowledge base using existing documentation on the workings of the ACES environment in the SEC in order to provide the RAG implementation.,[blank],[blank],[blank],k) None of the above,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-37,"Large Language Model analysis for the Tips, Complaints and Referrals (TCR) system",Division of Enforcement (ENF),AskTheCAIO@sec.gov ,a) No,a) Pre-deployment ¤ The use case is in a development or acquisition status.,c) Not high-impact,[blank],Service Delivery,Generative AI,"The SEC receives high volumes of Tips, Complaints, and Referrals (TCRs) and has limited staff to triage these TCRs effectively. Some TCRs contain large narratives for allegations; AI tools can help summarize submitted information and intelligence for more efficient review by triage staff.","Large Language Model analysis will be leveraged to more efficiently review submissions to the SEC's Tips, Complaints and Referrals system.   ","Output will include various classification, analysis, trending and other analysis of Tips, Complaints and Referral system data.",[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-38,Using AI Large Language Model chat for general tasks/questions,Division of Enforcement (ENF),AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Other,Generative AI,Using an AI Large Language Model chat for general tasks and answer questions,This AI service will provide a internal Large Language Model for general usage.  ,Chat response is in direct response to users individual request.  ,24-Apr,c) Developed with both contracting and in-house resources,"Aretec, Elder Research",Yes,SEARCH,No training,, No,[blank],k) None of the above,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-39,Agentic Knowledge Base of Amazon Web Services Cloud Environment for the Securities and Exchange Commission (ACES),Office of Information Technology (OIT),AskTheCAIO@sec.gov ,a) No,b)  Pilot ¤ The use case has been deployed in a limited test or pilot capacity.,c) Not high-impact,[blank],Information Technology,Generative AI,Retrieving and Summarizing support FAQ information,The AI system will look for relevant historical FAQs and Compliance Best Practices to present to Cloud Engineers using the ACES platform,The AI system will look for relevant historical FAQs and Compliance Best Practices to present to Cloud Engineers using the ACES platform,[blank],b) Developed in-house,,Yes,ACES,No training,, No,[blank],k) None of the above,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-40,Extracting data from FOIA request forms,Office of Information Technology (OIT),AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Administrative Functions,Generative AI,"Capture and load data from a FOIA form into a SharePoint list for tracking through the eDiscovery Lifecycle. This alleviates time demands for manual entry from one system to another.
",To capture and load data from a FOIA form into a SharePoint list for tracking through the eDiscovery Lifecycle.,Extracts data from Microsoft word document to a SharePoint.,25-Mar,c) Developed with both contracting and in-house resources,GDIT,No,[blank],We used the FOIA forms submitted to eDiscovery to train the model.,,No,[blank],k) None of the above,No,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-41,Knowledge base of federal securities law and chatbot,Division of Investment Management (IM),AskTheCAIO@sec.gov ,a) No,a) Pre-deployment ¤ The use case is in a development or acquisition status.,c) Not high-impact,[blank],Other,Generative AI,Using AI to carry out basic research on federal securities laws.,Provide Staff with a simple internal chat bot to help find relevant documents referencing IM-specific curated content.,Summary and links to relevant snippets from documents from IM-curated library.,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-42,Knowledge base of crypto comments and chatbot,Division of Investment Management (IM),AskTheCAIO@sec.gov ,a) No,a) Pre-deployment ¤ The use case is in a development or acquisition status.,c) Not high-impact,[blank],Other,Generative AI,Using AI to carry out basic research on opinions and submitted comments related to crypto assets.,Provide Staff with a simple internal chat bot to identify relevant documents referencing content curated by IM.  To be used as a supplement to research.,Summary and links to relevant snippets from documents from IM-curated library.,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-43,Create description of documents for records management in sharepoint,Office of the Chief Operating Officer (OCOO),AskTheCAIO@sec.gov ,a) No,a) Pre-deployment ¤ The use case is in a development or acquisition status.,c) Not high-impact,[blank],Administrative Functions,Generative AI,Creating descriptions and other record keeping metadata on documents.,Reduce the amount of time manually writing descriptions of documents.,The AI system creates metadata for documents stored in SharePoint.,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-44,Westlaw Co-Counsel,"Division of Enforcement (ENF), Division of Examinations (EXAMS), Office of the Chief Data Officer (OCDO), Office of the General Counsel (OGC)",AskTheCAIO@sec.gov ,a) No,b)  Pilot ¤ The use case has been deployed in a limited test or pilot capacity.,c) Not high-impact,[blank],Other,Generative AI,"The AI output will facilitate legal research, document analysis, and document production.","More efficient legal research and analysis, document review, and document production.","Document summaries, document drafts, workflow analysis, and answers to user-selected questions",25-Oct,a)?Purchased from a vendor,Thomson Reuters,[blank],[blank],"For purposes of the pilot, the datasets will be research datasets that are otherwise publicly available (court filings).",[blank],No,[blank],k) None of the above,No,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-45,Lexis Protege,"Division of Enforcement (ENF), Division of Examinations (EXAMS), Office of the Chief Data Officer (OCDO), Office of the General Counsel (OGC)",AskTheCAIO@sec.gov ,a) No,b)  Pilot ¤ The use case has been deployed in a limited test or pilot capacity.,c) Not high-impact,[blank],Other,Generative AI,"The AI output will facilitate legal research, document analysis, and document production.","More efficient legal research and analysis, document review, and document production.","Document summaries, document drafts, workflow analysis, and answers to user-selected questions.",25-Oct,a)?Purchased from a vendor,RELX,No,[blank],"For the pilot, the datasets will be publicly available research datasets (court filings)",[blank],No,[blank],k) None of the above,No,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-46,Semantic Layer Natural Language Query,"Division of Economic and Risk Assessment (DERA), Office of the Chief Data Officer (OCDO)",AskTheCAIO@sec.gov ,a) No,a) Pre-deployment ¤ The use case is in a development or acquisition status.,c) Not high-impact,[blank],Other,Generative AI,This use case prepares data for use by AI and then enables users to query data with AI without having to write code.,Make agency enterprise data more accessible to business users for mission purposes.  The analytical power of insights drawn from enterprise data will be enhanced by AI.,"The system outputs data, SQL code, and narrative about how the data and code was generated. It also provides metadata including data dictionary, table descriptions, entity-relationship diagrams, and more.",[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-47,Using AI to answer questions about a corpus of uploaded files,"Division of Enforcement (ENF), Division of Economic and Risk Assessment (DERA)",AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Other,Generative AI,This AI service will provide a internal Large Language Model for general usage for chatting and answering questions about user uploaded files and internal knowledge bases.,Cost and time savings by reducing Staff's time in reviewing a large number of documents.,Chat response is in direct response to users individual request. ,25-May,c) Developed with both contracting and in-house resources,Elder Research,Yes,SEARCH,"We used public 10-K and ADV filings for evaluation of models on Question & Answering tasks, and information extraction tasks.",,No,,k) None of the above,Yes,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-48,AI Chart Generation ,"Division of Economic and Risk Assessment (DERA), Office of the Chief Data Officer (OCDO)",AskTheCAIO@sec.gov ,a) No,a) Pre-deployment ¤ The use case is in a development or acquisition status.,c) Not high-impact,[blank],Other,Generative AI,Our solution uses AI to generate chart code to automatically render interactive data visualizations for various chart types.   ,This will give Staff new data visualization capabilities as well as save Staff time by not having to research how to create various chart types and features.  This could also enhance the quality of SEC published reports and data visualization content on sec.gov. ,Output primarily consists of chart related json objects formatted according to the Highcharts.js API,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-49,Creating AI generated images,"Division of Enforcement (ENF), Division of Economic and Risk Assessment (DERA)",AskTheCAIO@sec.gov ,a) No,c)  Deployed ¤ The use case is being actively authorized or utilized to support the functions or mission of an agency.,c) Not high-impact,[blank],Other,Generative AI,Facilitate the use of models for AI generated image creation,"Cost savings, efficient use of time for creating stock images for presentations, keeping up with state-of-the-art technologies.",Image response is in direct response to users individual request. ,25-Mar,c) Developed with both contracting and in-house resources,Elder Research,Yes,SEARCH,No SEC data are used to train or fine-tune.  This application uses a model from AWS as-is.,,No,,k) None of the above,Yes,[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
SEC-50,Disclosure Review Chatbot,Division of Corporation Finance (CF),AskTheCAIO@sec.gov ,a) No,a) Pre-deployment ¤ The use case is in a development or acquisition status.,c) Not high-impact,[blank],Other,Generative AI,Disclosure Review Automation (DREAM) Chatbot helps division staff search within review guides and generating detailed responses to disclosure review questions ,"The DREAM chatbot is designed to support SEC staff in the Corporation Finance division by delivering fast, accurate, and context-aware responses to disclosure-related questions.  This chatbot delivers significant time savings for staff in the disclosure review program. ","Real-time answers to staff questions about disclosure rules, filing procedures, and review protocols. Contextual guidance based on historical filings, internal policies, and SEC regulations.",[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank],[blank]
